part,id,key,CN,EN,JP,VI_old,VI_new,HV_new,reason
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_136_64,Main_LahaiRoi_YXBLDHJ_136_64,所以我们更应该和残星会抢时间，那只残象在不断汲取能量。你说过，暗面是一个情绪的漩涡。我想，它就是涡眼。,"Which means we're in a race against time. That Tacet Discord was feeding on energy. If the Dark Side is a vortex of emotion, then that thing is the eye of the storm.",だとしたら、なおさら<ano=フラクトシデス>残星組織</ano>より先に片付けないと。あの<ano=ざんぞう>残像</ano>は、今もエナジーの吸収を続けている。{Male=学園長は言っていたな、裏学園とは感情の渦のようなものだと。おそらく、あの残像が中心だ。;Female=学園長は言ってたよね、裏学園とは感情の渦のようなものだって。おそらく、あの残像が中心。},"Vì vậy chúng ta càng phải tranh thời gian với Fractsidus, con Tàn Tượng đó vẫn đang không ngừng hấp thụ năng lượng. Cô đã nói, Mặt Tối là một xoáy nước của cảm xúc. Mình nghĩ, nó chính là tâm xoáy.","Vì vậy chúng ta càng phải tranh thời gian với Tàn Tinh Hội, con Tàn Tượng đó vẫn đang không ngừng hấp thụ năng lượng. Cô đã nói, Mặt Tối là một xoáy nước của cảm xúc. Mình nghĩ, nó chính là tâm xoáy.","Vì vậy chúng ta càng phải tranh thời gian với Tàn Tinh Hội, con Tàn Tượng đó vẫn đang không ngừng hấp thụ năng lượng. Cô đã nói, Mặt Tối là một xoáy nước của cảm xúc. Mình nghĩ, nó chính là tâm xoáy.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_136_69,Main_LahaiRoi_YXBLDHJ_136_69,放心，这场游戏的赢家，不会是残星会。,Don't worry. This game won't end the way the Fractsidus intends.,大丈夫さ、このゲームを<ano=フラクトシデス>残星組織</ano>に勝たせるつもりはないよ。,"Yên tâm, kẻ chiến thắng ván game này, sẽ không phải là Fractsidus đâu.","Yên tâm, kẻ chiến thắng ván game này, sẽ không phải là Tàn Tinh Hội đâu.","Yên tâm, kẻ chiến thắng ván game này, sẽ không phải là Tàn Tinh Hội đâu.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_171_1,Main_LahaiRoi_YXBLDHJ_171_1,那是新的暗面入口？,Is that a new entrance to the Dark Side?,また新しい裏学園の入り口？,"Đó là Lối vào Mặt Tối (Mặt Tối, Hủy Diệt, lối vào) mới sao?",Đó là Lối vào Mặt Tối mới sao?,Đó là Lối vào Mặt Tối mới sao?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_172_1,Main_LahaiRoi_YXBLDHJ_172_1,那是洛瑟菈校长？出什么事了？,Is that President Lucilla? What happened?,あそこにいるのはルシラー学園長？何かあったのかな。,Là Hiệu Trưởng Lucilla đó sao? Có chuyện gì vậy?,Là Hiệu trưởng Lucilla đó sao? Có chuyện gì vậy?,Là Hiệu trưởng Lucilla đó sao? Có chuyện gì vậy?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_182_1,Main_LahaiRoi_YXBLDHJ_182_1,琳奈专注地操作着游戏机中的角色，行云流水地将分数提高到了一个匪夷所思的数字……她沉浸在游戏里，看起来没有注意到你……,"Lynae's fingers fly across the controller, racking up an impossibly high score. She's completely immersed in the game, seemingly oblivious to your presence...",リンネーはゲームの中のキャラクターの操作に専念している。そしてあっという間に信じられないほどの高スコアを叩き出した……ゲームに熱中するあまり、あなたに気付いていないようだ……,"Lynae chuyên chú điều khiển nhân vật (Cộng Hưởng Giả) trong Máy game, trôi chảy như nước đẩy điểm số lên một con số khó tin... Cô bé đắm chìm trong trò chơi, có vẻ không nhận ra cậu...","Lynae chuyên chú điều khiển nhân vật trong Máy game, trôi chảy như nước đẩy điểm số lên một con số khó tin... Cô bé đắm chìm trong trò chơi, có vẻ không nhận ra cậu...","Lynae chuyên chú điều khiển nhân vật trong Máy game, trôi chảy như nước đẩy điểm số lên một con số khó tin... Cô bé đắm chìm trong trò chơi, có vẻ không nhận ra cậu...",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_1_1,Main_LahaiRoi_YXBLDHJ_1_1,学院活动通知\n嗨，同学，等你很久啦~\n换日庆典举办在即，快来庆典会场感受热切的活动氛围吧！\n对了对了，听说最近有人进入了学院的暗面？！\n奇形怪状的涂鸦，怎么也走不到尽头的走廊，还有平时看不见的真心……\n怎么样，是不是等不及进学院暗面一探究竟呢？！这次又有什么谜题游戏等待大家呢？\n听说这次还有隐藏谜题，解开会有超好运哦~,"Academy Event Notice\n\nHi there! We've been waiting for you!\nThe New Solar Celebration is about to begin. Come on down to the event venue and soak up the incredible energy!\n\nBut that's not all... Have you heard the rumors? Someone's discovered the Academy's ""Dark Side!"" We're talking mysterious graffiti, strange, twisting hallways that stretch on forever, and secrets that are usually kept hidden... \n\nWe bet you're just as curious as we are to explore this Dark Side! What kind of riddles and games await this time?\n\nWe heard an especially special riddle was hidden away somewhere. Solve it, and some serious luck may just come your way!",学園イベントのご案内\nそこのあなた、ずっと待ってましたよ~\n<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>がもうすぐ開催されます。祝典会場に来て、雰囲気を盛り上げましょう！\nそれと最近、裏学園に入った人がいるんだとか！？\n変な落書きに無限に続く廊下、そして普段は見えない本心……\nどうですか？裏学園に入りたくて、うずうずしてきませんか！？今回はどんな謎々ゲームがみんなを待ってるんでしょう？\n隠された謎もあるらしいですよ。解いた人には、すごい幸運が待っているなんて噂も~,"Thông Báo <ano=Event>Sự kiện</ano> <ano=Academy>Học Viện</ano>\nChào <ano=student>bạn học</ano>, đợi cậu lâu lắm rồi~\nLễ hội Chuyển Nhật (<ano=solar rite>nghi thức đổi mặt trời</ano>) sắp diễn ra, hãy mau đến <ano=venue>hội trường</ano> <ano=Celebration>Lễ Hội</ano> để cảm nhận bầu không khí <ano=Event>Sự kiện</ano> sôi nổi nào!\nÀ phải rồi, nghe nói gần đây có người đã đi vào <ano=Academy's Dark Side>Mặt Tối Học Viện</ano>?!\nNhững bức <ano=graffiti>graffiti</ano> kỳ hình Quái trạng, những <ano=corridor>Hành lang</ano> đi mãi không tới điểm Hủy Diệt cuối cùng, và cả <ano=Heartpour>Tâm</ano> tư <ano=feelings>cảm xúc</ano> thật bình thường không thể thấy được...\nThế nào, đã không thể đợi để vào <ano=Dark Side>Mặt Tối</ano> <ano=Academy>Học Viện</ano> khám phá rồi đúng không?! Lần này lại có trò chơi <ano=riddle>câu đố</ano> nào đang đợi mọi Nhà đây?\nNghe nói lần này còn có <ano=riddle>câu đố</ano> ẩn nữa đấy, giải được sẽ có siêu may mắn nha~","Thông báo <ano=Event>sự kiện</ano> <ano=Academy>Học viện</ano>\nChào <ano=student>bạn học</ano>, bọn mình đợi cậu lâu lắm rồi~\nLễ hội Chuyển Nhật<ano=solar rite></ano> sắp diễn ra, mau đến <ano=venue>khu vực lễ hội</ano> để hòa vào bầu không khí <ano=Celebration>sôi động</ano> của <ano=Event>sự kiện</ano> nhé!\nÀ phải rồi, nghe nói gần đây có người đã tiến vào <ano=Academy's Dark Side>Mặt Tối của Học viện</ano>?!\nNhững bức <ano=graffiti>graffiti</ano> kỳ lạ, những <ano=corridor>hành lang</ano> đi mãi không thấy điểm cuối, và cả những <ano=Heartpour>tâm tư</ano> <ano=feelings>thật lòng</ano> bình thường chẳng thể nhìn thấy...\nThế nào, nóng lòng muốn vào <ano=Dark Side>Mặt Tối</ano> <ano=Academy>Học viện</ano> khám phá rồi đúng không?! Lần này sẽ có trò <ano=riddle>giải đố</ano> nào chờ mọi người đây?\nNghe nói còn có một <ano=riddle>câu đố</ano> ẩn nữa đấy. Giải được thì sẽ gặp siêu may mắn nha~","Thông báo <ano=Event>sự kiện</ano> <ano=Academy>Học viện</ano>\nChào <ano=student>bạn học</ano>, bọn mình đợi cậu lâu lắm rồi~\nLễ hội Chuyển Nhật<ano=solar rite></ano> sắp diễn ra, mau đến <ano=venue>khu vực lễ hội</ano> để hòa vào bầu không khí <ano=Celebration>sôi động</ano> của <ano=Event>sự kiện</ano> nhé!\nÀ phải rồi, nghe nói gần đây có người đã tiến vào <ano=Academy's Dark Side>Mặt Tối của Học viện</ano>?!\nNhững bức <ano=graffiti>graffiti</ano> kỳ lạ, những <ano=corridor>hành lang</ano> đi mãi không thấy điểm cuối, và cả những <ano=Heartpour>tâm tư</ano> <ano=feelings>thật lòng</ano> bình thường chẳng thể nhìn thấy...\nThế nào, nóng lòng muốn vào <ano=Dark Side>Mặt Tối</ano> <ano=Academy>Học viện</ano> khám phá rồi đúng không?! Lần này sẽ có trò <ano=riddle>giải đố</ano> nào chờ mọi người đây?\nNghe nói còn có một <ano=riddle>câu đố</ano> ẩn nữa đấy. Giải được thì sẽ gặp siêu may mắn nha~","Giữ nguyên newline kỹ thuật; viết lại thông báo tự nhiên, đồng bộ Mặt Tối/Học viện."
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_21_12,Main_LahaiRoi_YXBLDHJ_21_12,在暗面探索的过程中，你遇到数个奇怪的折影和残象。\n在和残象战斗时，你受到一位少女帮助。她愿意带你离开学院暗面。,"While exploring, you encounter abnormal Reflections and Tacet Discords. During a confrontation with one of the Tacet Discords, a girl appears and helps you. She insists on guiding you out of the Dark Side.",裏学園を探索する中で、あなたはいくつもの怪しい影や残像と遭遇した。\n残像と戦う最中、一人の少女に助けられ、辛うじて裏学園から脱出することができた。,"Trong quá trình khám phá Mặt Tối, cậu gặp phải một số ảnh gập và Tàn Tượng kỳ lạ.\nKhi chiến đấu với Tàn Tượng, cậu được một thiếu nữ giúp đỡ. Cô ấy sẵn lòng đưa cậu rời khỏi Mặt Tối Học Viện.","Trong quá trình khám phá Mặt Tối, cậu gặp phải một số ảnh gập và Tàn Tượng kỳ lạ.\nKhi chiến đấu với Tàn Tượng, cậu được một thiếu nữ giúp đỡ. Cô ấy sẵn lòng đưa cậu rời khỏi Mặt Tối Học viện.","Trong quá trình khám phá Mặt Tối, cậu gặp phải một số ảnh gập và Tàn Tượng kỳ lạ.\nKhi chiến đấu với Tàn Tượng, cậu được một thiếu nữ giúp đỡ. Cô ấy sẵn lòng đưa cậu rời khỏi Mặt Tối Học viện.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_25_17,Main_LahaiRoi_YXBLDHJ_25_17,你怀疑她是会长所说的那个人？,You think Sigrika might be the one the Grand Architect was talking about?,組織長の言っていた人が、シグリカさんだと言いたいわけね？,Cậu nghi ngờ cô ấy là người mà Hội Trưởng đã nói đến?,Cậu nghi ngờ cô ấy là người mà Hội trưởng đã nói đến?,Cậu nghi ngờ cô ấy là người mà Hội trưởng đã nói đến?,QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_25_21,Main_LahaiRoi_YXBLDHJ_25_21,换日庆典上有登记的谜题我都检查过，我确定，没有这样的谜题。,I've reviewed every registered riddle for the New Solar Celebration. None fit that description.,<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>に登録された謎なら、すべて把握済みよ。そんな謎、祝典には存在しない。,"Tất cả các câu đố được đăng ký ở Nghi Lễ Đổi Nhật ta đều đã kiểm tra rồi, ta khẳng định, không có câu đố nào như vậy cả.","Tất cả các câu đố được đăng ký ở Nghi lễ Đổi Nhật ta đều đã kiểm tra rồi, ta khẳng định, không có câu đố nào như vậy cả.","Tất cả các câu đố được đăng ký ở Nghi lễ Đổi Nhật ta đều đã kiểm tra rồi, ta khẳng định, không có câu đố nào như vậy cả.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_25_23,Main_LahaiRoi_YXBLDHJ_25_23,那就去吧。换日庆典对罗伊人来说非常重要，你应该能在庆典会场找到她。,My thoughts exactly. The New Solar Celebration holds great importance for the Roya. You'll likely find her at the event venue.,そうね。<ano=ひか>陽換</ano>えの<ano=しゅくてん>祝典</ano>は、ロイ人にとってとても重要なイベントよ。会場で会えるでしょう。,"Vậy thì đi đi. Nghi Lễ Đổi Nhật vô cùng quan trọng đối với người Roya, cậu chắc sẽ tìm thấy cô ấy ở khu vực tổ chức lễ.","Vậy thì đi đi. Nghi lễ Đổi Nhật vô cùng quan trọng đối với người Roya, cậu chắc sẽ tìm thấy cô ấy ở khu vực tổ chức lễ.","Vậy thì đi đi. Nghi lễ Đổi Nhật vô cùng quan trọng đối với người Roya, cậu chắc sẽ tìm thấy cô ấy ở khu vực tổ chức lễ.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
part03,lang_multi_text.db||MultiText||Main_LahaiRoi_YXBLDHJ_25_25,Main_LahaiRoi_YXBLDHJ_25_25,离开学院暗面之后，你同洛瑟菈分析在学院暗面时的遭遇。\n原来，在暗面遇到的学生是被称为未来秘日六席的西格莉卡。\n为了调查暗面变化相关的事情，你决定前往学院庆典找西格莉卡了解情况。,"After returning to the real world, you report everything to Lucilla. She identifies the girl you met as Sigrika, a successor to the Heliodic Six. \nTo gather more information about the recent changes within the Dark Side, you head to the celebration venue in search of her.",裏学園から出た後、あなたはルシラーと、遭遇した出来事を分析した。\nそこで出会った学生は、未来に「<ano=日隠れの六席>ヘリオディック・シックス</ano>」と呼ばれる存在となる、シグリカだった。\n裏学園の変化を調査するため、あなたは学園の祝典へ向かい、彼女から詳しい話を聞くことにした。,"Sau khi rời khỏi Mặt Tối Học Viện, cậu cùng Lucilla phân tích những trải nghiệm khi ở trong Mặt Tối Học Viện.\nHóa ra, học sinh gặp trong Mặt Tối là người được gọi là người kế nhiệm Lục Tịch Bí Nhật tương lai, Sigrika.\nĐể điều tra những chuyện liên quan đến sự thay đổi của Mặt Tối, cậu quyết định đến lễ hội học viện tìm Sigrika để tìm hiểu tình hình.","Sau khi rời khỏi Mặt Tối Học viện, cậu cùng Lucilla phân tích những trải nghiệm khi ở trong Mặt Tối Học viện.\nHóa ra, học sinh gặp trong Mặt Tối là người được gọi là người kế nhiệm Lục Tịch Bí Nhật tương lai, Sigrika.\nĐể điều tra những chuyện liên quan đến sự thay đổi của Mặt Tối, cậu quyết định đến lễ hội học viện tìm Sigrika để tìm hiểu tình hình.","Sau khi rời khỏi Mặt Tối Học viện, cậu cùng Lucilla phân tích những trải nghiệm khi ở trong Mặt Tối Học viện.\nHóa ra, học sinh gặp trong Mặt Tối là người được gọi là người kế nhiệm Lục Tịch Bí Nhật tương lai, Sigrika.\nĐể điều tra những chuyện liên quan đến sự thay đổi của Mặt Tối, cậu quyết định đến lễ hội học viện tìm Sigrika để tìm hiểu tình hình.",QC đồng bộ xuyên part: tên/thuật ngữ/casing/voice theo source và khóa dự án.
